MGRNU,STAT_CDE,A004_KND_C,HOL,VEL,AW_SN_QUA,AW_SN_LENX,EVE_CDE,OD_PE_CDE,GU_CDE,DONG_CDE,JIBUN,NW_PE_CDE,WORK_CDE,VIEW_CDE,ROD_GBN_CD,TFC_BSS_CD,SIXID,ESB_YMD,CAE_YMD,HISID,CTK_MGRNU,CRS_MGRNU,FRM_CDE,CSS_CDE,RN_CDE,MNG_AGEN,geometry,length_m
06-0000014375,001,001,15.0,8.0,2.0,001,001,200,230,10600,471-2도,200,001,002,002,109,,,,47738.0,2004-0108-109,06-014375,005,,,,"POLYGON ((205846.316263591 551901.8713059319, 205851.84955216 551899.4567863119, 205847.875648066 551890.955639364, 205842.39266302 551893.370158984, 205846.316263591 551901.8713059319))",1m
06-0000014376,001,001,,,2.0,001,001,200,230,10600,478-8도,200,001,002,002,109,5320507,,,79275.0,2010-1006-001,06-014376,005,,,,"POLYGON ((205933.43749999898 551784.5624997381, 205937.14354842302 551784.363905417, 205930.01854842302 551770.926405416, 205927.67187500102 551773.937499739, 205933.43749999898 551784.5624997381))",1m
06-0000037640,001,002,,,4.0,006,001,200,230,10200,105-32대,200,001,002,001,109,43613910,20181130,20181130,96181.0,2018-0207-091,06-037640,004,4516,,,"POLYGON ((202847.515624999 552723.812499871, 202855.5625 552724.06249987, 202856.21875 552703.999999868, 202848.15625 552703.8124998681, 202848.15625 552703.8124998681, 202847.515624999 552723.812499871))",1.5m
06-0000014378,001,002,15.0,8.0,2.0,001,001,200,230,10600,381-2대,200,001,002,002,109,5320515,,,79276.0,2010-1006-001,06-014378,005,,,,"POLYGON ((205962.546875 551846.75, 205964.4375 551845.9375, 205968.40625 551846.4375, 205962.046875 551835, 205961.328125 551837.25, 205958.125 551838.8125, 205962.546875 551846.75))",1m
06-0000038214,001,002,,,4.0,006,001,200,230,10900,183-239대,200,001,002,001,109,53056110,20181130,20181130,102499.0,2018-0207-091,06-038214,004,3505,,,"POLYGON ((205012.73437500102 554343.374999871, 205012.73437500102 554343.374999871, 205015.125 554337.124999871, 205008.046874999 554334.562499871, 205005.796874999 554340.874999873, 205012.73437500102 554343.374999871))",1.5m
06-0000014289,001,003,0.0,0.0,0.0,,001,200,230,10600,2-179대,200,001,002,001,109,5321123,,,107635.0,2012-0108-042,06-014289,005,3466,,,"POLYGON ((205769.209215159 552369.7207163479, 205770.39058876 552369.13689219, 205766.28641319 552360.8320597289, 205765.1050396 552361.415887699, 205769.209215159 552369.7207163479))",
06-0000014291,001,003,,,0.0,001,001,200,230,10500,989-1대,200,001,002,002,109,5321252,,,108735.0,2012-0108-042,06-014291,005,,,,"POLYGON ((205806.05121869 552495.603640599, 205803.767257178 552496.66272873, 205808.514521361 552506.42724324, 205811.05246956 552504.9343325291, 205806.05121869 552495.603640599))",1m
06-0000014292,001,003,0.0,0.0,0.0,,001,200,230,10600,1-143대,200,001,002,001,109,5321342,,,108698.0,2012-0108-042,06-014292,005,,,,"POLYGON ((205830.23637217 552500.15701826, 205832.625029301 552498.8133986291, 205828.44487932 552490.005225438, 205825.832285581 552491.199554009, 205830.23637217 552500.15701826))",
06-0000014179,001,002,15.0,8.0,4.0,001,001,200,230,10700,440-12대,200,001,002,002,109,4383495,,,103863.0,2006-0208-023,06-014179,005,3491,,,"POLYGON ((203905.671875 553717.5625, 203925.15625 553722.375, 203923.859375 553714.8125, 203907.328125 553710.6875, 203905.671875 553717.5625))",1m
06-0000014180,001,002,15.0,8.0,2.0,001,001,200,230,10700,213 대,200,001,002,002,109,4383492,,,11124.0,2003-0208-014,06-014180,005,3491,,,"POLYGON ((203921.390625 553742.9375, 203925.46875 553741.5625, 203928.78125 553741.8125, 203932.1875 553729.375, 203929.140625 553727.875, 203925.953125 553725.125, 203922.296875 553740.125, 203921.390625 553742.9375))",1m
06-0000014181,001,002,15.0,8.0,2.0,001,001,200,230,10700,428-1대,200,001,002,002,109,4383493,,,11125.0,2004-0108-066,06-014181,005,3491,,,"POLYGON ((203885.46875 553735.875, 203892.125 553741.5, 203894.40625 553724.5625, 203886.78125 553724.625, 203885.46875 553735.875))",1m
06-0000014301,001,002,15.0,8.0,4.0,001,001,200,230,10500,80대,200,001,002,002,109,,,,91811.0,2004-0108-038,06-014301,005,,,,"POLYGON ((205193.370759663 552821.993256063, 205194.49134986798 552817.4392275731, 205183.856041275 552814.802748607, 205182.91181047 552819.305904192, 205193.370759663 552821.993256063))",1m
06-0000014182,001,002,,,2.0,001,001,200,230,10700,426-3대,200,001,002,001,109,4383498,,,103865.0,2004-0108-066,06-014182,005,3491,,,"POLYGON ((203913.91250002 553752.8187441, 203915.22500002 553747.006244232, 203896.912500022 553743.631244356, 203895.912500021 553749.5062441, 203913.91250002 553752.8187441))",1m
06-0000014183,001,001,15.0,8.0,2.0,001,001,200,230,10700,819도,200,001,002,002,109,,,,103866.0,2000-0000-000,06-014183,,,,,"POLYGON ((203830.404908565 554076.420615343, 203832.168997684 554075.767511229, 203834.51152781202 554075.8071450581, 203836.41578354 554068.058223931, 203834.6518182 554067.404748482, 203832.887976638 554065.901881204, 203830.727970072 554074.957877008, 203830.404908565 554076.420615343))",1m
06-0000014184,001,001,15.0,8.0,2.0,001,001,200,230,10700,819도,200,001,002,002,109,,,,103867.0,2000-0000-000,06-014184,,,,,"POLYGON ((203811.061594636 554074.2909839851, 203812.49910694198 554076.316270189, 203814.916721021 554065.144209136, 203813.218036385 554065.536190432, 203811.192774937 554065.405480488, 203809.52488635603 554072.9587080369, 203811.061594636 554074.2909839851))",1m
06-0000014516,001,001,0.0,0.0,2.0,,001,200,230,10700,102-223대,200,001,002,001,109,4394171,20151231,20151231,66285.0,2015-0104-008,06-014516,005,3482,,,"POLYGON ((204222.99999999898 554129.999999868, 204233.5 554127.12499987, 204232.65624999898 554123.87499987, 204222.09375 554126.9374998721, 204222.99999999898 554129.999999868))",
06-0000014304,001,002,15.0,8.0,4.0,006,001,200,230,10500,45-45 도,200,001,002,002,109,5312222,20160420,20160420,88786.0,2016-0207-026,06-014304,004,3518,,,"POLYGON ((205310.484375 552889.375, 205312.40625 552881.125, 205304.3125 552879.125, 205302.6875 552887.0625, 205306.59375 552888.125, 205310.484375 552889.375))",1.5m
06-0000014303,001,003,15.0,8.0,,,001,200,230,10500,38-25대,200,001,002,002,109,5312024,20160420,20160420,11115.0,2016-0207-026,06-014303,004,,,,"POLYGON ((205224.015625 552871.0625, 205225.0625 552869.1875, 205203.140625 552857.375, 205202.234375 552859.1875, 205224.015625 552871.0625))",
06-0000014308,001,003,15.0,8.0,0.0,001,001,200,230,10400,산32-20임,200,001,002,002,109,5312542,,,53427.0,2004-0108-038,06-014308,004,,,,"POLYGON ((205474.40625 552957, 205484.78125 552958.75, 205485.171875 552956.6875, 205474.765625 552955, 205474.40625 552957))",1m
06-0000014306,001,003,15.0,8.0,0.0,,001,200,230,10400,45-41 학,200,001,002,002,109,5312224,20160420,20160420,53420.0,2016-0207-026,06-014306,004,3518,,,"POLYGON ((205323.515625 552897.5625, 205323.765625 552895.5, 205311.4375 552893.625, 205311.109375 552895.5625, 205323.515625 552897.5625))",
06-0000014310,001,003,15.0,8.0,0.0,001,001,200,230,10500,80-9도,200,001,002,002,109,,,,52676.0,2004-0108-038,06-014310,005,,,,"POLYGON ((205425.80413165 552788.939063237, 205429.58209460802 552789.208355426, 205425.482085125 552775.508344269, 205422.782083107 552778.308359198, 205425.80413165 552788.939063237))",1m
06-0000014517,001,001,0.0,0.0,2.0,006,001,200,230,10700,60대,200,001,002,001,109,,,,104088.0,2012-0108-108,06-014517,005,,,,"POLYGON ((204247.473972266 554177.477869104, 204247.473972266 554177.477869104, 204237.07396632602 554181.0778635431, 204238.273972724 554185.4778622469, 204248.673978664 554181.877867808, 204247.473972266 554177.477869104))",1.5m
06-0000014187,001,003,0.0,0.0,2.0,001,001,200,230,10700,205-751도,200,001,002,002,109,,,,106621.0,2012-0108-109,06-014187,005,,,,"POLYGON ((203808.27343767302 554196.153126494, 203808.27343767302 554196.153126494, 203808.77342796102 554190.853110613, 203806.273451765 554189.9531181919, 203805.573435655 554196.753129693, 203808.27343767302 554196.153126494))",1m
06-0000014192,001,001,15.0,8.0,2.0,001,001,200,230,10700,214-1대,200,001,002,002,109,,,,11200.0,2000-0000-000,06-014192,,,,,"POLYGON ((204076.722993771 554011.9124610231, 204080.731531049 554013.7830490391, 204082.69118996902 554014.584984246, 204083.938157876 554012.802996778, 204077.346712903 554010.308986698, 204076.722993771 554011.9124610231))",1m
06-0000014193,001,001,15.0,8.0,2.0,001,001,200,230,10700,214-8대,200,001,002,002,109,,,,78719.0,2000-0000-000,06-014193,,,,,"POLYGON ((204013.38291103402 553989.260130813, 204020.152745372 553991.754809295, 204020.86536211902 553989.972846582, 204013.91738597202 553987.4787127239, 204013.38291103402 553989.260130813))",1m
06-0000014194,001,002,15.0,8.0,4.0,006,001,200,230,10700,819도,200,001,002,002,109,,,,103864.0,2012-0108-129,06-014194,005,,,,"POLYGON ((203855.17085321402 553911.886924609, 203871.382599511 553915.8065147611, 203873.431774937 553908.41313458, 203857.04154025202 553904.671661481, 203855.17085321402 553911.886924609))",1.5m
06-0000014417,001,002,0.0,0.0,4.0,001,001,200,230,10500,268-1대,200,001,002,001,109,53004110,,,108628.0,2005-0108-021,06-014417,001,3394,,,"POLYGON ((204925.36718768903 551836.05413153, 204931.23437500102 551830.49999974, 204921.713281421 551820.472909909, 204915.992187689 551825.991631529, 204925.36718768903 551836.05413153))",1m
06-0000014519,001,003,15.0,8.0,0.0,001,001,200,230,10400,1-1 종,200,001,002,001,109,,,,93616.0,2012-0108-012,06-014519,005,,,,"POLYGON ((204607.523000001 553959.639, 204606.382 553957.839, 204599.178 553962.231000001, 204600.364999999 553964.025999999, 204607.523000001 553959.639))",1m
06-0000014521,001,003,0.0,0.0,0.0,001,001,200,230,10700,61-358대,200,001,002,001,109,4394413,,,97722.0,2000-0000-000,06-014521,,3350,,,"POLYGON ((204386.592253321 553812.739496468, 204390.58177823902 553816.7290214, 204394.067054901 553814.23137223, 204388.659129049 553808.846097821, 204386.592253321 553812.739496468))",1m
06-0000014195,001,002,15.0,8.0,2.0,001,001,200,230,10700,235-10대,200,001,002,002,109,,,,89660.0,2011-0108-124,06-014195,009,,,,"POLYGON ((204141.77097025403 553769.72612207, 204145.161358426 553767.85796011, 204147.513889845 553765.7130049929, 204139.487630935 553754.91911157, 204133.73713610801 553759.3481981889, 204141.575969833 553769.592342424, 204141.77097025403 553769.72612207))",1m
06-0000014196,001,003,0.0,0.0,0.0,,001,200,230,10900,321-26대,200,001,002,001,109,5305502,,,15216.0,2004-1108-258,06-014196,004,,,,"POLYGON ((204934.875 554271.874999869, 204944.04687500102 554278.874999871, 204944.4375 554275.49999987, 204938.765624999 554271.18749987, 204938.10937500102 554271.499999871, 204936.390624999 554271.74999987, 204934.875 554271.874999869))",
06-0000014528,001,003,,,0.0,,001,200,230,10200,158-6대,200,001,002,002,109,4363151,,,13446.0,2003-0108-045,06-014528,005,,,,"POLYGON ((202753.125000017 553532.5749943331, 202757.312500019 553532.949994334, 202758.187500017 553526.637494334, 202753.875000017 553526.387494333, 202753.125000017 553532.5749943331))",
06-0000014529,001,001,15.0,8.0,0.0,001,001,150,230,10300,193-2도,200,001,002,002,109,,,,26374.0,2003-0108-045,06-014529,005,,,,"POLYGON ((202691.342912507 553530.78520208, 202692.384532122 553523.779867043, 202688.598845394 553523.202391505, 202687.446270862 553530.3079374981, 202691.342912507 553530.78520208))",1m
06-0000014530,001,002,,,4.0,001,001,200,230,10300,67-241 대,200,001,002,002,109,4363282,,,72823.0,2004-0108-092,06-014530,005,5036,,,"POLYGON ((202774.764419106 553689.18103708, 202780.885353013 553689.6289102919, 202781.55716283 553679.626408543, 202775.436228926 553679.253180867, 202774.764419106 553689.18103708))",1m
06-0000014712,001,002,0.0,0.0,4.0,001,001,200,230,10200,136-1대,200,001,002,001,109,4353011,,,99870.0,2012-0108-075,06-014712,005,3537,,,"POLYGON ((202193.652624291 553335.050008059, 202199.940713269 553340.632312849, 202211.041131419 553328.633585677, 202204.624709039 553323.0513056411, 202193.652624291 553335.050008059))",1m
06-0000014795,001,002,,,4.0,006,001,200,230,10300,853 도,200,001,002,001,109,4373496,,,103572.0,2011-0108-035,06-014795,005,3089,,,"POLYGON ((203385.43749999898 553716.874999742, 203391.61897925503 553717.109663473, 203391.917561398 553703.076302811, 203385.62499999898 553702.93749974, 203385.43749999898 553716.874999742))",1.5m
06-0000014796,001,001,,,,,001,200,230,10700,220 종,200,001,002,002,109,4383463,,,15287.0,2000-0000-000,06-014796,004,,,,"POLYGON ((203898.34932332 553581.950148601, 203905.58543072 553584.0512366691, 203906.112500023 553581.649994338, 203899.283280519 553579.6158126, 203898.34932332 553581.950148601))",
06-0000014800,001,002,15.0,8.0,2.0,001,001,200,230,10700,821도,200,001,002,002,109,,,,15289.0,2000-0000-000,06-014800,,,,,"POLYGON ((203894.49929659898 553523.126837196, 203902.785638589 553525.111251788, 203904.302963179 553518.808433184, 203896.133146132 553516.35762175, 203894.49929659898 553523.126837196))",1m
06-0000014801,001,001,15.0,8.0,2.0,001,001,200,230,10700,774대,200,001,002,002,109,,,,15290.0,2000-0000-000,06-014801,,,,,"POLYGON ((203842.095056302 553530.595375594, 203850.848661583 553530.828821572, 203850.14827413802 553530.012107229, 203849.914852916 553528.61138185, 203843.14558795802 553528.144242337, 203842.095056302 553530.595375594))",1m
06-0000014802,001,001,15.0,8.0,2.0,001,001,200,230,10700,821도,200,001,002,002,109,,,,15291.0,2000-0000-000,06-014802,,,,,"POLYGON ((203901.269081426 553496.399971089, 203909.205378228 553499.3177487451, 203909.90566665 553496.633392311, 203900.10195055802 553493.131727397, 203901.386051971 553495.4661624209, 203901.269081426 553496.399971089))",1m
06-0000014803,001,001,15.0,8.0,2.0,001,001,200,230,10700,738대,200,001,002,002,109,,,,15292.0,2000-0000-000,06-014803,,,,,"POLYGON ((203922.27721423202 553502.936309937, 203928.462988023 553505.503992894, 203930.096812801 553503.519900127, 203922.277486545 553500.251606924, 203922.27721423202 553502.936309937))",1m
06-0000014804,001,001,15.0,8.0,2.0,001,001,200,230,10700,819도,200,001,002,002,109,,,,17678.0,2000-0000-000,06-014804,,,,,"POLYGON ((203954.31016136 553509.8115291671, 203957.11116651603 553510.395243135, 203959.795943797 553498.9573061749, 203957.694756706 553499.307450386, 203956.411051384 553499.307450386, 203954.31016136 553509.8115291671))",1m
06-0000014805,001,002,15.0,8.0,4.0,001,001,200,230,10700,235-10대,200,001,002,001,109,4383542,,,100286.0,2008-0108-009,06-014805,005,7617,,,"POLYGON ((203984.875 553475.875, 203986.28125 553471.4375, 203988.078125 553468.0625, 203971.640625 553463.6875, 203969.59375 553472.0625, 203984.875 553475.875))",1m
06-0000014636,001,003,0.0,0.0,0.0,001,001,200,230,10300,1-2학,200,001,002,001,109,4364121,,,67005.0,2008-1102-822,06-014636,004,5450,,,"POLYGON ((202755.66465662 553868.9337309791, 202756.062505011 553867.819651521, 202756.301372479 553867.3421888889, 202757.12259236 553866.4724231489, 202758.60773458 553865.637414361, 202746.914343851 553849.39588699, 202745.71780323898 553850.0737715311, 202744.683338021 553850.233123789, 202743.96718120898 553850.23290099, 202743.09177116898 553850.1533610111, 202742.057479231 553849.91471634, 202755.66465662 553868.9337309791))",1m
06-0000014637,001,002,15.0,8.0,2.0,001,001,200,230,10300,855도,200,001,002,002,109,4383092,,,10565.0,2003-1108-092,06-014637,004,,,,"POLYGON ((203690.171875 553728.3125, 203695.5625 553728.4375, 203695.8125 553717.0625, 203690.40625 553716.875, 203690.171875 553728.3125))",1m
06-0000014638,001,002,15.0,8.0,2.0,001,001,200,230,10300,851도,200,001,002,002,109,,,,10566.0,2003-1108-092,06-014638,004,,,,"POLYGON ((203585.66930487502 553724.4680518219, 203592.441540513 553724.5650197851, 203592.538359942 553712.859152198, 203587.314170682 553712.568619642, 203586.153352511 553711.504472367, 203585.66930487502 553724.4680518219))",1m
06-0000014639,001,001,15.0,8.0,2.0,001,001,200,230,10300,854-1구,200,001,002,002,109,,,,10567.0,2004-0108-092,06-014639,005,,,,"POLYGON ((203566.22394807 553711.503902986, 203586.83056864803 553711.9881981789, 203585.185876131 553708.795632574, 203566.901411764 553708.021299939, 203566.610978231 553710.730238755, 203566.22394807 553711.503902986))",1m
06-0000014640,001,001,15.0,8.0,2.0,001,001,200,230,10300,854-1구,200,001,002,002,109,,,,10568.0,2004-0108-092,06-014640,005,,,,"POLYGON ((203566.513737955 553730.2721921881, 203584.798350856 553730.079073198, 203584.89559113202 553724.758435843, 203561.87031673698 553724.274041628, 203566.610507873 553728.9178836921, 203566.513737955 553730.2721921881))",1m
06-0000014718,001,003,0.0,0.0,0.0,,001,200,230,10100,91-284대,200,001,002,001,109,43521011,,,100783.0,2004-0108-149,06-014718,005,4529,,,"POLYGON ((202270.90624999898 552753.562499871, 202277.71875 552749.49999987, 202275.703124999 552746.49999987, 202269.046875 552750.374999869, 202270.90624999898 552753.562499871))",
06-0000014720,001,003,15.0,8.0,0.0,001,001,200,230,10100,53-3 대,200,001,002,001,109,4342822,,,98541.0,2004-0108-149,06-014720,005,,,,"POLYGON ((202117.09375 552867.3125, 202118.859375 552869.875, 202126.265625 552865.0625, 202124.703125 552862.3125, 202117.09375 552867.3125))",1m
06-0000014721,001,003,0.0,0.0,0.0,,001,200,230,10100,36대,200,001,002,001,109,4342914,,,98540.0,2004-0108-149,06-014721,005,4518,,,"POLYGON ((202161.87693419898 552845.481485061, 202166.939434201 552842.54398505, 202164.751934201 552838.293985061, 202158.876934201 552841.231485059, 202161.87693419898 552845.481485061))",
06-0000014722,001,003,0.0,0.0,0.0,,001,200,230,10100,30-1대,200,001,002,001,109,4342913,,,21340.0,2004-0108-149,06-014722,005,4518,,,"POLYGON ((202148.758957519 552825.86828575, 202155.51757754 552821.633456882, 202154.49095987098 552821.24848144, 202153.849317629 552820.5640614, 202152.90823079098 552819.10966573, 202147.860673251 552822.23232132, 202148.58787108 552824.542223469, 202148.758957519 552825.86828575))",
06-0000014724,001,003,15.0,8.0,0.0,001,001,200,230,10100,101-8대,200,001,002,001,109,4341772,,,44700.0,2005-0108-092,06-014724,005,4519,,,"POLYGON ((202071.359375 552606.875, 202074.5 552606.875, 202074.6875 552600.125, 202071.484375 552600.1875, 202071.359375 552606.875))",1m
06-0000014809,001,002,15.0,8.0,2.0,001,001,200,230,10400,620-67도,200,001,002,001,109,,,,34870.0,2005-1108-043,06-014809,004,,,,"POLYGON ((203992.077017016 553361.276834493, 204001.139548317 553363.314052931, 204002.562256732 553356.883470309, 204003.017513522 553354.891678528, 203994.310597436 553352.786084927, 203992.077017016 553361.276834493))",1m
