MGRNU,STAT_CDE,A004_KND_C,HOL,VEL,AW_SN_QUA,AW_SN_LENX,EVE_CDE,OD_PE_CDE,GU_CDE,DONG_CDE,JIBUN,NW_PE_CDE,WORK_CDE,VIEW_CDE,ROD_GBN_CD,TFC_BSS_CD,SIXID,ESB_YMD,CAE_YMD,HISID,CTK_MGRNU,CRS_MGRNU,FRM_CDE,CSS_CDE,RN_CDE,MNG_AGEN,geometry,length_m
06-0000027694,001,002,0.0,0.0,4.0,006,001,200,230,10900,367 대,200,001,002,001,109,5324591,20171226,20171226,99720.0,2017-0107-142,06-027694,004,3475,,,"POLYGON ((206001.171875 554228.625, 205996.96875 554221.8125, 205975.5 554235.8125, 205979.9375 554242.5625, 206001.171875 554228.625))",1.5m
06-0000015111,001,002,,,4.0,006,001,200,230,10600,49-154대,200,001,002,001,109,5332495,20171226,20171226,79843.0,2017-0107-142,06-015111,004,332,,,"POLYGON ((206369.129957159 553246.811849656, 206390.87995715698 553250.561849658, 206390.504957158 553244.374349657, 206369.004957157 553240.624349656, 206369.129957159 553246.811849656))",1.5m
06-0000046521,001,003,,,,,001,200,230,10400,575 철,200,001,002,002,109,4392263,20180630,20180630,151846.0,2018-0207-025,06-046521,004,,,,"POLYGON ((204292.6875 553066.4375, 204295.078125 553064.9375, 204292.40625 553060.625, 204290.015625 553062.1875, 204292.6875 553066.4375, 204292.6875 553066.4375))",
06-0000046520,001,003,,,,,001,200,230,10400,575 철,200,001,002,002,109,4392354,20180630,20180630,151845.0,2018-0207-025,06-046520,004,,,,"POLYGON ((204333.359375 553039.625, 204333.359375 553039.625, 204333.953125 553039.625, 204334.53125 553039.875, 204335.03125 553040.4375, 204335.453125 553041, 204336.046875 553041.875, 204336.4375 553042.375, 204336.859375 553042.0625, 204337.40625 553041.625, 204342.078125 553038.1875, 204342.828125 553037.625, 204341.578125 553035.875, 204340.96875 553035.0625, 204340.46875 553034.375, 204340.4375 553034.375, 204333.359375 553039.625))",
06-0000046519,001,003,,,,,001,200,230,10400,575 철,200,001,002,002,109,4392352,20180630,20180630,151844.0,2018-0207-025,06-046519,004,,,,"POLYGON ((204332.6875 553024.1875, 204339.890625 553031.875, 204339.921875 553031.0625, 204340.140625 553030.25, 204340.34375 553029.6875, 204340.671875 553029.1875, 204341.0625 553028.75, 204335.875 553023.1875, 204335.15625 553023.5625, 204334.25 553023.9375, 204333.421875 553024.125, 204332.6875 553024.1875, 204332.6875 553024.1875))",
06-0000046518,001,003,,,,,001,200,230,10400,575 철,200,001,002,002,109,4392251,20180630,20180630,151843.0,2018-0207-025,06-046518,004,,,,"POLYGON ((204321.0625 553025.9375, 204321.0625 553025.9375, 204322.34375 553027.1875, 204322.921875 553028.0625, 204323.453125 553029.25, 204329.1875 553023.25, 204328.890625 553023, 204326.21875 553020.5625, 204321.0625 553025.9375))",
06-0000046515,001,003,,,,,001,200,230,10400,530-53대,200,001,002,002,109,4392317,20180630,20180630,151840.0,2018-0207-025,06-046515,004,3411,,,"POLYGON ((204334.578125 552835.5, 204334.578125 552835.5, 204334.671875 552836.1875, 204334.796875 552836.75, 204334.828125 552837.375, 204334.765625 552838.0625, 204334.640625 552838.625, 204334.171875 552839.375, 204344.78125 552832.25, 204344.203125 552832.3125, 204343.640625 552832.3125, 204343.09375 552832.1875, 204342.59375 552831.875, 204342.3125 552831.5625, 204342.015625 552831.125, 204341.65625 552830.6875, 204334.578125 552835.5))",
06-0000046513,001,002,,,4.0,006,001,200,230,10500,530-52대,200,001,002,001,109,4392314,20180630,20180630,151838.0,2018-0207-025,06-046513,004,3411,,,"POLYGON ((204345.796875 552831.375, 204357.796875 552847, 204358.21875 552846.5, 204358.546875 552846.0625, 204359.03125 552845.5, 204359.75 552844.75, 204360.5 552844.125, 204361.21875 552843.5625, 204363.828125 552841.6875, 204352.3125 552826.6875, 204345.796875 552831.375, 204345.796875 552831.375))",1.5m
06-0000046512,001,002,,,4.0,006,001,200,230,10400,530-94도,200,001,002,001,109,4392323,20180630,20180630,151837.0,2018-0207-025,06-046512,004,3411,,,"POLYGON ((204346.71875 552867.6875, 204355.796875 552860.625, 204355.59375 552859.9375, 204355.359375 552859.0625, 204355.203125 552858.125, 204355.078125 552857.4375, 204355.015625 552856.625, 204355 552855.5625, 204355.015625 552854.6875, 204355.109375 552853.6875, 204355.296875 552852.875, 204355.4375 552852.125, 204355.625 552851.4375, 204355.796875 552850.5625, 204338.796875 552863.6875, 204339.359375 552863.6875, 204340.265625 552863.6875, 204341.046875 552863.8125, 204341.734375 552863.9375, 204342.359375 552864.1875, 204343.0625 552864.5, 204343.859375 552864.875, 204344.5 552865.25, 204345.09375 552865.8125, 204345.71875 552866.4375, 204346.265625 552867.0625, 204346.71875 552867.6875, 204346.71875 552867.6875))",1.5m
06-0000046511,001,003,,,,,001,200,230,10400,558-174도,200,001,002,001,109,4392448,20180630,20180630,151836.0,2018-0207-025,06-046511,004,,,,"POLYGON ((204405.40625 552973.25, 204416.75 552967.6875, 204416.109375 552967.25, 204415.515625 552966.8125, 204414.953125 552966.375, 204414.4375 552965.875, 204413.984375 552965.375, 204413.5625 552964.8125, 204404.984375 552968.9375, 204405.234375 552969.5625, 204405.46875 552970.1875, 204405.59375 552970.875, 204405.640625 552971.375, 204405.625 552971.9375, 204405.5625 552972.625, 204405.40625 552973.25, 204405.40625 552973.25))",
06-0000023928,001,003,,,0.0,,001,200,230,10100,92-34도,200,001,002,002,109,43513210,20140228,20140228,95341.0,2017-0107-053,06-023928,005,4040,,,"POLYGON ((202356.086159411 552399.026687541, 202368.961159412 552395.714187539, 202367.52365941103 552390.9016875391, 202354.61974306102 552394.279966069, 202356.086159411 552399.026687541))",
06-0000015104,001,002,,,2.0,006,001,200,230,10600,92-14대,200,001,002,001,109,5332397,20171226,20171226,79842.0,2017-0107-142,06-015104,004,332,,,"POLYGON ((206347.759830968 553234.24646625, 206352.259830968 553230.371466249, 206348.07233096802 553225.933966249, 206343.75983097 553230.3089662481, 206347.759830968 553234.24646625))",1.5m
06-0000015110,001,002,0.0,0.0,2.0,006,001,200,230,10600,49-181대,200,001,002,001,109,5332494,20171226,20171226,79841.0,2017-0107-142,06-015110,004,332,,,"POLYGON ((206404.671874999 553248.312499867, 206410.07812500102 553244.749999868, 206406.421875 553239.749999873, 206401.234375 553243.437499871, 206404.671874999 553248.312499867))",1.5m
06-0000013828,001,002,,,4.0,006,001,200,230,10600,92-17대,200,001,002,001,109,5332371,20171226,20171226,79839.0,2017-0107-142,06-013828,004,3439,,,"POLYGON ((206361.759830968 553107.621466249, 206383.281250001 553106.499999868, 206382.947330969 553099.3089662481, 206361.38483097 553100.6839662481, 206361.759830968 553107.621466249))",1.5m
06-0000013825,001,002,15.0,8.0,4.0,006,001,200,230,10600,469-1 도,200,001,002,001,109,5332343,20171226,20171226,79836.0,2017-0107-142,06-013825,004,3440,,,"POLYGON ((206354.90625 552975.6875, 206376.25 552974.4375, 206375.859375 552968.375, 206354.515625 552969.625, 206354.90625 552975.6875))",1.5m
06-0000013837,001,002,15.0,8.0,4.0,006,001,200,230,10600,313-8대,200,001,002,001,109,5332312,20171226,20171226,79772.0,2017-0107-142,06-013837,004,3438,,,"POLYGON ((206347.90625 552856.6875, 206369.375 552855.4375, 206368.953125 552849.375, 206347.59375 552850.625, 206347.90625 552856.6875))",1.5m
06-0000013897,001,003,15.0,8.0,0.0,,001,200,230,10200,792 대,200,001,002,001,109,4371062,20171231,20171231,104495.0,2017-0107-053,06-013897,005,,,,"POLYGON ((203185.296875 552562.0625, 203188.6875 552560.6875, 203180.109375 552558.375, 203177.796875 552560.25, 203185.296875 552562.0625))",
06-0000024066,001,003,0.0,0.0,0.0,,001,200,230,10200,792 대,200,001,002,001,109,4361961,20171231,20171231,104496.0,2017-0107-053,06-024066,005,5238,,,"POLYGON ((203172.78125 552552.6875, 203171.4375 552553.3125, 203175.703125 552557.875, 203178.609375 552556.5, 203174.25 552552, 203172.78125 552552.6875))",
06-0000013975,001,003,15.0,8.0,0.0,,001,200,230,10200,792 대,200,001,002,002,109,4361851,20171231,20171231,90416.0,2017-0107-053,06-013975,005,,,,"POLYGON ((203090.328125 552518.875, 203097.765625 552521.9375, 203097.890625 552520.9375, 203098.0625 552517.75, 203089.203125 552514, 203089.609375 552515.4375, 203090.125 552517.1875, 203090.328125 552518.875))",
06-0000024139,001,003,0.0,0.0,0.0,,001,200,230,10200,792 대,200,001,002,002,109,4361751,20171231,20171231,80503.0,2017-0107-053,06-024139,005,,,,"POLYGON ((203069.484375 552507.6875, 203078.015625 552510, 203078.453125 552506.0625, 203068.921875 552503.375, 203069.34375 552505.125, 203069.484375 552507.6875))",
06-0000045607,001,003,,,,,001,200,230,10200,792 대,200,001,002,002,109,4361743,20171231,20171231,150895.0,2017-0107-053,06-045607,005,,,,"POLYGON ((203039.296875 552479.3125, 203039.296875 552479.3125, 203037.578125 552482, 203040.859375 552486.9375, 203042.65625 552484.4375, 203039.296875 552479.3125))",
06-0000013981,001,003,0.0,0.0,0.0,,001,200,230,10200,122-4대,200,001,002,002,109,4361424,20171231,20171231,96835.0,2017-0107-053,06-013981,005,4408,,,"POLYGON ((202914.60937500102 552375.0624998731, 202921.593750001 552380.749999869, 202922.343750001 552379.874999871, 202924.8125 552379.437499869, 202915.421875 552371.49999987, 202915.484374999 552373.687499871, 202914.60937500102 552375.0624998731))",
06-0000046523,001,003,,,,,001,200,230,10400,584-3철,200,001,002,002,109,4392472,20180630,20180630,151848.0,2018-0207-025,06-046523,004,,,,"POLYGON ((204382.9375 553124, 204389.359375 553119.8125, 204387.21875 553116.4375, 204380.203125 553121, 204380.71875 553121.25, 204381.203125 553121.5625, 204381.734375 553122.0625, 204382.9375 553124, 204382.9375 553124))",
06-0000046522,001,003,,,,,001,200,230,10400,587철,200,001,002,002,109,4392373,20180630,20180630,151847.0,2018-0207-025,06-046522,004,,,,"POLYGON ((204370.25 553107, 204370.25 553107, 204372.625 553110.25, 204380.515625 553105.4375, 204378.53125 553101.875, 204370.25 553107))",
06-0000013712,001,002,,,2.0,006,001,200,230,10400,687-1 도,200,001,002,001,109,43920310,20180630,20180630,108166.0,2018-0207-025,06-013712,005,470,,,"POLYGON ((204223.092769926 552943.8312300709, 204229.15625 552938.374999739, 204218.140625 552922.687499739, 204217.3125 552923.124999743, 204216.343750001 552923.62499974, 204215.625 552923.93749974, 204214.968750001 552924.1874997411, 204214.42187500102 552924.374999741, 204213.640624999 552924.62499974, 204212.875 552924.74999974, 204212.12499999898 552924.9374997411, 204211.312500001 552924.99999974, 204210.59375 552925.06249974, 204210.046874999 552925.0624997411, 204223.092769926 552943.8312300709))",1.5m
06-0000013835,001,002,15.0,8.0,4.0,006,001,200,230,10600,312-7대,200,001,002,001,109,5331394,20171226,20171226,79770.0,2017-0107-142,06-013835,004,3437,,,"POLYGON ((206341.28125 552738.125, 206362.765625 552736.8125, 206362.40625 552730.8125, 206340.90625 552732.0625, 206341.28125 552738.125))",1.5m
06-0000014337,001,002,15.0,8.0,4.0,006,001,200,230,10600,,200,001,002,001,109,5331263,20171226,20171226,76659.0,2017-0107-142,06-014337,004,366,,,"POLYGON ((206326.734375 552560.3125, 206350.546875 552560, 206348.984375 552551.9375, 206324.71875 552552.3125, 206326.734375 552560.3125))",1.5m
06-0000014343,001,004,0.0,0.0,0.0,,001,200,230,10600,311-4대,200,001,002,001,109,5331264,20171226,20171226,77925.0,2017-0107-142,06-014343,004,366,,,"POLYGON ((206301.04687500102 552570.5624998731, 206307.375 552575.374999871, 206311.687500001 552569.87499987, 206305.35937500102 552564.87499987, 206301.04687500102 552570.5624998731))",
06-0000014336,001,004,15.0,8.0,0.0,,001,200,230,10600,321-8대,200,001,002,001,109,5331362,20171226,20171226,76584.0,2017-0107-142,06-014336,004,,,,"POLYGON ((206367.9375 552565.0625, 206373.65625 552569.6875, 206378.734375 552563.0625, 206372.796875 552558.75, 206367.9375 552565.0625))",
06-0000014339,001,002,0.0,0.0,2.0,006,001,200,230,10600,476-5도,200,001,002,001,109,5331356,20171226,20171226,76648.0,2017-0107-142,06-014339,004,366,,,"POLYGON ((206351.71875 552508.187499869, 206358.4375 552512.437499871, 206362.187500001 552506.374999869, 206355.406250001 552502.12499987, 206351.71875 552508.187499869))",1.5m
06-0000014542,001,001,,,2.0,006,001,200,230,10200,47-1도,200,001,002,001,109,4371297,20171226,20171226,63888.0,2017-0107-142,06-014542,005,,,,"POLYGON ((203298.166851087 552743.259472032, 203305.416851088 552743.38447203, 203305.666851087 552739.134472032, 203298.166851088 552738.9469720321, 203298.166851087 552743.259472032))",1.5m
06-0000015777,001,002,15.0,8.0,4.0,006,001,200,230,10200,790 대,200,001,002,001,109,43618910,20171226,20171226,100936.0,2017-0107-142,06-015777,005,3342,,,"POLYGON ((203090.828125 552737.1875, 203091.859375 552740.875, 203091.90625 552741.875, 203102.796875 552742.375, 203103.890625 552741, 203105.046875 552739.4375, 203107.0625 552737.75, 203090.828125 552737.1875))",1.5m
06-0000014943,001,002,15.0,8.0,4.0,006,001,200,230,10200,237-15도,200,001,002,001,109,43610910,20171226,20171226,102955.0,2017-0107-142,06-014943,005,657,,,"POLYGON ((202717.875 552721, 202702.8125 552720.5, 202702.609375 552726.5625, 202717.65625 552727.0625, 202717.875 552721))",1.5m
06-0000014714,001,003,15.0,8.0,0.0,,001,200,230,10100,92-120도,200,001,002,001,109,4351383,20171226,20171226,100851.0,2017-0107-142,06-014714,005,4108,,,"POLYGON ((202362.78125 552698.9375, 202374.484375 552697.8125, 202374.1875 552692.6875, 202362.328125 552693.8125, 202362.78125 552698.9375))",
06-0000014340,001,002,15.0,8.0,4.0,006,001,200,230,10600,310-2대,200,001,002,001,109,5331255,20171226,20171226,76654.0,2017-0107-142,06-014340,004,366,,,"POLYGON ((206316.546875 552523.5, 206341.453125 552523.25, 206339.34375 552517.0625, 206314.359375 552517.375, 206316.546875 552523.5))",1.5m
06-0000014350,001,002,15.0,8.0,4.0,006,001,200,230,10600,306-3 대,200,001,002,001,109,5331123,20171226,20171226,89514.0,2017-0107-142,06-014350,004,3436,,,"POLYGON ((206249.03125 552380.875, 206268.5 552371.5625, 206264.8125 552364.375, 206245.53125 552373.6875, 206249.03125 552380.875))",1.5m
06-0000014536,001,002,,,4.0,006,001,200,230,10200,47-38 도,200,001,002,001,109,4371096,20171226,20171226,104790.0,2017-0107-142,06-014536,005,3343,,,"POLYGON ((203178.683148878 552734.775911874, 203184.61340094902 552734.839872281, 203185.21875 552711.93749987, 203179.10937500102 552711.74999987, 203178.683148878 552734.775911874))",1.5m
06-0000047500,001,003,,,,,001,200,230,10200,819도,200,001,002,002,109,4382474,,,152830.0,,06-047500,004,7959,,,"POLYGON ((203895.888522827 553129.095896653, 203898.326022827 553132.220896652, 203904.826022827 553127.033396653, 203902.576022827 553123.783396653, 203895.888522827 553129.095896653))",
06-0000014011,001,002,15.0,8.0,4.0,006,001,200,230,10400,530-65대,200,001,002,001,109,4392213,20180630,20180630,108165.0,2018-0207-025,06-014011,004,3411,,,"POLYGON ((204324.484375 552846.5, 204319.59375 552849.9375, 204332.125 552867.4375, 204333.4375 552866.5, 204334.1875 552865.9375, 204335.0625 552865.375, 204335.875 552864.875, 204336.625 552864.5625, 204337.375 552864.375, 204324.484375 552846.5))",1.5m
06-0000046509,001,003,,,,,001,200,230,10400,558-178대,200,001,002,001,109,4392444,20180630,20180630,151834.0,2018-0207-025,06-046509,004,,,,"POLYGON ((204407.984375 552986.1875, 204407.984375 552986.1875, 204408.828125 552986.0625, 204409.6875 552986.125, 204410.65625 552986.3125, 204411.546875 552986.6875, 204404.890625 552973.4375, 204404.6875 552974.125, 204404.328125 552974.8125, 204404 552975.3125, 204403.484375 552975.9375, 204402.9375 552976.4375, 204407.984375 552986.1875))",
06-0000046508,001,003,,,,,001,200,230,10400,558-179대,200,001,002,002,109,4392442,20180630,20180630,151833.0,2018-0207-025,06-046508,004,,,,"POLYGON ((204421.15625 552987.1875, 204421 552986.625, 204420.90625 552985.875, 204420.90625 552985.0625, 204420.96875 552984.125, 204421.15625 552983.3125, 204421.328125 552982.6875, 204412.484375 552986.8125, 204413.296875 552987.375, 204414.09375 552988.1875, 204414.828125 552989.125, 204415.359375 552989.9375, 204421.15625 552987.1875, 204421.15625 552987.1875))",
06-0000046507,001,003,,,,,001,200,230,10400,581-42대,200,001,002,002,109,4392662,20180630,20180630,151832.0,2018-0207-025,06-046507,004,,,,"POLYGON ((204486.75 553089.5625, 204486.75 553089.5625, 204484.671875 553086.125, 204479.09375 553089.5625, 204479.1875 553090.1875, 204479.28125 553092.1875, 204479.125 553093.375, 204478.828125 553094.1875, 204478.40625 553094.8125, 204486.75 553089.5625))",
06-0000047385,001,003,,,,,001,200,230,11000,88-2 학,200,001,002,002,109,5328291,,,152715.0,,06-047385,004,,,,"POLYGON ((205793.791719686 556209.156324834, 205809.541927663 556211.9182096451, 205807.078624993 556207.9619962659, 205796.628250032 556206.095857881, 205793.791719686 556209.156324834))",
06-0000014950,001,004,0.0,0.0,0.0,,001,200,230,10200,236-4 대,200,001,002,001,109,4351694,20171226,20171226,100857.0,2017-0107-142,06-014950,005,4517,,,"POLYGON ((202516.687500001 552723.874999868, 202526.125000001 552718.74999987, 202490.96875 552718.312499869, 202490.59375 552723.3124998681, 202516.687500001 552723.874999868))",
06-0000038769,001,002,0.0,0.0,4.0,006,001,200,230,10200,39-405대,200,001,002,001,109,4371786,20171226,20171226,100052.0,2017-0107-142,06-038769,005,3344,,,"POLYGON ((203545.171874999 552656.87499987, 203552.64062500102 552654.062499871, 203550.15625 552647.437499869, 203542.59375 552650.37499987, 203542.59375 552650.37499987, 203545.171874999 552656.87499987))",1.5m
06-0000014242,001,003,15.0,8.0,0.0,,001,200,230,10200,779대,200,001,002,001,109,4361213,20171231,20171231,97406.0,2017-0107-053,06-014242,005,,,,"POLYGON ((202822.078125 552309.125, 202827.75 552311.875, 202828.3125 552310.5, 202829.96875 552309.6875, 202821.8125 552305.6875, 202822.296875 552307.625, 202822.078125 552309.125))",
06-0000023522,001,002,,,4.0,006,001,200,230,10900,317-101철,200,001,002,001,109,5315341,20181130,20181130,76429.0,2018-0207-091,06-023522,004,5355,,,"POLYGON ((205327.42187500102 554451.3124998721, 205325.40625 554457.562499871, 205332.54687500102 554460.31249987, 205334.734375 554453.874999871, 205327.42187500102 554451.3124998721))",1.5m
06-0000023521,001,002,,,4.0,006,001,200,230,10900,179-9 공,200,001,002,001,109,5315337,20181130,20181130,63665.0,2018-0207-091,06-023521,004,5355,,,"POLYGON ((205328.343749999 554448.06249987, 205335.750000001 554450.687499871, 205339.99999999898 554437.937499871, 205332.62499999898 554435.18749987, 205328.343749999 554448.06249987))",1.5m
06-0000038213,001,002,0.0,0.0,4.0,006,001,200,230,10900,183-238대,200,001,002,001,109,53056110,20171226,20171226,102498.0,2017-0107-142,06-038213,004,3505,,,"POLYGON ((205009.156250001 554331.312499871, 205016.218750001 554334.062499869, 205020.5625 554322.374999872, 205013.57812500102 554319.49999987, 205013.57812500102 554319.49999987, 205009.156250001 554331.312499871))",1.5m
06-0000029756,001,002,0.0,0.0,2.0,006,001,200,230,10900,4-3답,200,001,002,001,109,5325746,20171226,20171226,108657.0,2017-0107-142,06-029756,004,3372,,,"POLYGON ((206069.655159999 554475.217561741, 206065.34266 554481.342561741, 206069.09266 554482.967561741, 206073.155159999 554477.40506174, 206069.655159999 554475.217561741))",1.5m
06-0000014359,001,002,15.0,8.0,4.0,006,001,200,230,10600,371-7대,200,001,002,001,109,5320872,20171226,20171226,86809.0,2017-0107-142,06-014359,004,3433,,,"POLYGON ((206119.796875 552133.9375, 206141.734375 552122.4375, 206138.203125 552115.75, 206116.515625 552127.5, 206119.796875 552133.9375))",1.5m
06-0000033488,001,003,0.0,0.0,0.0,,001,200,230,10200,252-6대,200,001,002,002,109,4351713,20171231,20171231,97407.0,2017-0107-053,06-033488,005,,,,"POLYGON ((202563.296875 552324.1875, 202568.90625 552321.8125, 202568.5625 552320, 202568.796875 552318.375, 202569.15625 552317.8125, 202560.984375 552321.0625, 202562.484375 552322.5, 202562.484375 552322.5, 202563.296875 552324.1875))",
06-0000015764,001,003,15.0,8.0,0.0,,001,200,230,10200,237-11도,200,001,002,002,109,4351513,20171231,20171231,97408.0,2017-0107-053,06-015764,005,,,,"POLYGON ((202473.828125 552356.25, 202481.53125 552353.4375, 202481.859375 552351.6875, 202482.1875 552350.6875, 202483.0625 552349.3125, 202483.640625 552348.375, 202472.53125 552352.375, 202473.828125 552356.25))",
06-0000041822,001,003,,,,,001,200,230,11000,354-5구,200,001,002,002,109,5326175,20161220,20161220,111282.0,2016-0104-001,06-041822,004,,,,"POLYGON ((205762.40625 555151.9375, 205762.40625 555151.9375, 205764.53125 555150.3125, 205762.703125 555148.125, 205760.90625 555149.8125, 205762.40625 555151.9375))",
06-0000014446,001,002,15.0,8.0,2.0,006,001,200,230,10600,727-24천,200,001,002,001,109,5342153,20161220,20161220,13921.0,2016-0104-001,06-014446,005,,,,"POLYGON ((206748.34375 553018.5, 206764.765625 553019.8125, 206765.328125 553012.4375, 206749 553011, 206748.34375 553018.5))",1.5m
06-0000014448,001,001,,,2.0,006,001,200,230,10600,727-24천,200,001,002,001,109,5342113,20161220,20161220,21784.0,2016-0104-001,06-014448,005,3378,,,"POLYGON ((206767.79386566702 552829.873632559, 206784.252197729 552831.123632558, 206784.738308414 552825.776411184, 206768.279976354 552824.3180791221, 206767.79386566702 552829.873632559))",1.5m
06-0000023720,001,003,,,0.0,,001,200,230,10600,727-24천,200,001,002,002,109,5341262,20161220,20161220,78645.0,2016-0104-001,06-023720,005,3379,,,"POLYGON ((206786.523973708 552576.697991256, 206789.586473708 552578.010491256, 206788.711473707 552564.0729912571, 206785.961473707 552567.260491256, 206786.523973708 552576.697991256))",
06-0000020911,001,004,0.0,0.0,,,001,200,230,10600,336대,200,001,002,001,109,5330861,20161220,20161220,42523.0,2016-0104-001,06-020911,005,3390,,,"POLYGON ((206639.59375 552067.5625, 206636.984375 552061.6875, 206623.890625 552067.375, 206626.390625 552073.0625, 206639.59375 552067.5625))",
06-0000041824,001,003,,,,,001,200,230,10900,1338-12천,200,001,002,001,109,5334504,20161220,20161220,111284.0,2016-0104-001,06-041824,005,6974,,,"POLYGON ((206454.859375 553785.3125, 206454.859375 553785.3125, 206457.90625 553787.625, 206463.4375 553779.5625, 206460.125 553777.375, 206454.859375 553785.3125))",
06-0000015125,001,002,,,4.0,006,001,200,230,10900,1031-451천,200,001,002,001,109,53343310,20161220,20161220,28166.0,2016-0104-001,06-015125,005,3374,,,"POLYGON ((206340.09324471498 553930.4917786979, 206346.58740629803 553932.507208154, 206351.663302706 553915.7119626809, 206345.243786659 553913.621887688, 206340.09324471498 553930.4917786979))",1.5m
06-0000037164,001,002,,,4.0,006,001,200,230,10200,892-65대,200,001,002,001,109,4362883,20181130,20181130,94902.0,2018-0207-091,06-037164,004,3090,,,"POLYGON ((203113.14288397 553182.84929544, 203113.14288397 553182.84929544, 203113.206778351 553170.197389879, 203105.41116803 553170.13349549, 203105.347273639 553182.7854010491, 203113.14288397 553182.84929544))",1.5m
06-0000016454,001,002,0.0,0.0,4.0,006,001,200,230,10900,7-36도,200,001,002,001,109,5325713,20161220,20161220,108659.0,2016-0104-001,06-016454,005,3373,,,"POLYGON ((206058.796875 554331.8125, 206069.296875 554347.25, 206073.4375 554343.3125, 206065.484375 554331.4375, 206058.796875 554331.8125))",1.5m
06-0000023272,001,003,0.0,0.0,0.0,,001,200,230,10900,346-21대,200,001,002,001,109,5304492,20161220,20161220,102497.0,2016-0104-001,06-023272,005,6003,,,"POLYGON ((204881.8125 554239.8125, 204893.203125 554243.9375, 204892.0625 554239.9375, 204884.5625 554237.3125, 204883.671875 554238.75, 204883 554239.25, 204881.8125 554239.8125))",
06-0000041821,001,003,,,,,001,200,230,10800,2-32대,200,001,002,001,109,5305221,20161220,20161220,111281.0,2016-0104-001,06-041821,004,,,,"POLYGON ((204796.90625 554387.375, 204796.90625 554387.375, 204799.796875 554384.4375, 204792.59375 554376.4375, 204791.09375 554380.875, 204796.90625 554387.375))",
06-0000041820,001,003,,,,,001,200,230,10800,1-1학,200,001,002,001,109,5305331,20161220,20161220,111280.0,2016-0104-001,06-041820,004,,,,"POLYGON ((204853.78125 554440.1875, 204853.78125 554440.1875, 204856.03125 554437.25, 204852.546875 554434.625, 204850.609375 554437.875, 204853.78125 554440.1875))",
06-0000041819,001,003,,,,,001,200,230,11000,270-1 학,200,001,002,001,109,5316031,20161220,20161220,111279.0,2016-0104-001,06-041819,004,,,,"POLYGON ((205187.140625 554942.0625, 205187.140625 554942.0625, 205189.546875 554940.5, 205187.203125 554935.1875, 205184.5 554936.4375, 205187.140625 554942.0625))",
06-0000041818,001,003,,,,,001,200,230,11000,270-1 학,200,001,002,001,109,5316041,20161220,20161220,111278.0,2016-0104-001,06-041818,004,,,,"POLYGON ((205196.390625 554995.9375, 205198.140625 554995.125, 205194.421875 554988.375, 205192.796875 554989.3125, 205196.390625 554995.9375, 205196.390625 554995.9375))",
06-0000041817,001,003,,,,,001,200,230,11000,270-1 학,200,001,002,002,109,5316059,20161220,20161220,111277.0,2016-0104-001,06-041817,004,3359,,,"POLYGON ((205218.799870349 555031.92490599, 205215.739403401 555026.1025542209, 205212.08177216203 555026.625073102, 205212.08177216203 555026.625073102, 205215.216884651 555032.522070402, 205218.799870349 555031.92490599))",
06-0000041816,001,003,,,,,001,200,230,11000,270-1 학,200,001,002,002,109,5316152,20161220,20161220,111276.0,2016-0104-001,06-041816,004,3359,,,"POLYGON ((205235.06558335 555034.3564154559, 205238.0625 555032.624999871, 205234.767001209 555026.369343166, 205231.557243184 555027.6383172671, 205235.06558335 555034.3564154559, 205235.14062500102 555034.124999872, 205235.06558335 555034.3564154559))",
06-0000041815,001,003,,,,,001,200,230,11000,267-3대,200,001,002,002,109,5316162,20161220,20161220,111275.0,2016-0104-001,06-041815,004,7275,,,"POLYGON ((205252.28125 555101.81249987, 205252.28125 555101.81249987, 205254.198749157 555100.819510567, 205251.735446489 555095.9675507629, 205249.703124999 555097.06249987, 205252.28125 555101.81249987))",
06-0000041814,001,003,,,,,001,200,230,11000,257-141대,200,001,002,001,109,5317312,20161220,20161220,111274.0,2016-0104-001,06-041814,004,3361,,,"POLYGON ((205378.875 555308.8125, 205381.453125 555307.25, 205377.96875 555300.25, 205375.265625 555301.6875, 205378.875 555308.8125, 205378.875 555308.8125))",
06-0000015917,001,002,,,4.0,006,001,200,230,11000,353-6제,200,001,002,001,109,5326661,20181224,20181224,93359.0,2018-0107-112,06-015917,005,3371,,,"POLYGON ((206013.80817739 555079.579330311, 206031.87239697 555083.4608981509, 206033.439953211 555075.47382586, 206015.674315781 555071.5922580219, 206013.80817739 555079.579330311))",1.5m
06-0000047154,001,003,,,,,001,200,230,11000,98-1답,200,001,002,002,109,5326662,20181224,20181224,152484.0,2018-0107-112,06-047154,005,3371,,,"POLYGON ((206005.878123611 555093.874955669, 206006.549933431 555095.0692842391, 206009.657397571 555095.810844131, 206012.04605469902 555084.763304892, 206008.2391324 555083.867558461, 206005.878123611 555093.874955669))",
06-0000015213,001,002,,,4.0,006,001,200,230,10700,207대,200,001,002,001,109,4385072,20161231,20161231,102854.0,2016-0107-164,06-015213,004,3353,,,"POLYGON ((203680.988515455 554647.894545214, 203681.809616345 554631.621818489, 203675.39062500102 554631.249999874, 203675.091518156 554631.1739452761, 203674.345062802 554647.595963071, 203680.988515455 554647.894545214))",1.5m
